norm_name,name_examples,n_segments,n_events,prefs,domains
炭山川対岸,炭山川対岸林道,2,2,,
為蔵,林道為蔵線,2,2,,
烏帽子山,林道 烏帽子山線,2,2,,
無意根,無意根林道,2,2,,
無砂谷右岸,無砂谷右岸林道,2,2,,
無砂谷左岸,無砂谷左岸林道,2,2,,
然別３の沢,然別３の沢林道,2,2,,
焼山支,焼山支線林道,2,2,,
焼木尻田倉,焼木尻田倉線林道,2,2,,
焼石,焼石林道,2,2,,
熊の沢分,熊の沢分線林道,2,2,,
熊ノ沢,熊ノ沢林道,2,2,,
熊伏,林道熊伏線,2,2,,
熊字丸,林道熊字丸線,2,2,,
熊山,林道熊山線,2,2,,
熊野,熊野林道,2,2,,
片丘,林道片丘線,2,2,,
片丘南部,林道片丘南部線,2,2,,
片原山,片原山林道,2,2,,
牛伏山,林道牛伏山線,2,2,,
牛喰,林道牛喰線,2,2,,
牛小屋,牛小屋林道,2,2,,
牛沢天王寺,林道牛沢天王寺線,2,2,,
牛牧谷,牛牧谷林道,2,2,,
牛骨入,林道牛骨入線,2,2,,
牧森,牧森林道,2,2,,
犬神,犬神林道,2,2,,
狐平滝ノ上,林道狐平滝ノ上線,2,2,,
狐沢,狐沢林道,2,2,,
狢内,狢内林道,2,2,,
狢内支,狢内林道支線,2,2,,
狩別,狩別林道,2,2,,
狼の倉,狼の倉林道,2,2,,
狼ヶ宇土,狼ヶ宇土林道,2,2,,
猪の子伏,林道猪の子伏線,2,2,,
猪の沢,猪の沢林道,2,2,,
猪去,猪去林道,2,2,,
猫右エ門,猫右エ門林道,2,2,,
猫坂,林道猫坂線,2,2,,
猫越桐山,猫越（桐山）林道,2,2,,
猫足又,猫足又林道,2,2,,
猿倉岳,林道猿倉岳線,2,2,,
猿岩,林道猿岩線,2,2,,
猿投山１号,林道猿投山１号線,2,2,,
猿毛,林道猿毛線,2,2,,
玄岳,玄岳林道,2,2,,
玉簾,玉簾林道,2,2,,
玉簾支,玉簾林道支線,2,2,,
王古丹1号,王古丹1号林道,2,2,,
琴畑,琴畑林道,2,2,,
琴畑併用,琴畑併用林道,2,2,,
瑞海野,林道瑞海野線,2,2,,
瑞穂遊歩道瑞穂線,瑞穂林道（遊歩道瑞穂線）,2,2,,
瓜山,林道瓜山線,2,2,,
瓜谷丹原,林道瓜谷丹原線,2,2,,
甚兵衛,甚兵衛林道,2,2,,
生草,生草林道,2,2,,
用水沢,林道用水沢線,2,2,,
田ノ入,林道田ノ入線,2,2,,
田人Ⅰ,林道田人Ⅰ線,2,2,,
田代川平,林道田代川平線,2,2,,
田代相馬,林道田代相馬線,2,2,,
田代老鳥沢,田代老鳥沢林道,2,2,,
田口赤尾支線併用,田口林道赤尾支線（併用）,2,2,,
田沢沢,田沢沢林道,2,2,,
田神,田神林道,2,2,,
男助併用,男助併用林道,2,2,,
男女倉,男女倉林道,2,2,,
男鹿山,男鹿山林道,2,2,,
町屋,町屋林道,2,2,,
町屋沢,林道町屋沢線,2,2,,
町才ノ神床並,町林道才ノ神床並線,2,2,,
界,林道界線,2,2,,
畑2号,林道畑2号線,2,2,,
畑ヶ沢,畑ヶ沢林道,2,2,,
畑萱,林道畑萱線,2,2,,
畑越2号,林道畑越2号線,2,2,,
番の沢越,番の沢越林道,2,2,,
番集,番集林道,2,2,,
登奈井尾支,登奈井尾林道支線,2,2,,
白井平,林道白井平線,2,2,,
白井沢合川相川,白井沢合川林道（相川）,2,2,,
白倉山支,白倉山林道支線,2,2,,
白倉谷,林道白倉谷線,2,2,,
白口沢,白口沢林道,2,2,,
白尾,白尾林道,2,2,,
白岩柿平,林道白岩柿平線,2,2,,
白岩沢,白岩沢林道,2,2,,
白川西の又支,白川林道西の又支線,2,2,,
白根石津支,白根林道石津支線,2,2,,
白森山,白森山林道,2,2,,
白玉Ｂ,白玉林道Ｂ,2,2,,
白石笠山,林道白石笠山線,2,2,,
白臓,林道白臓線,2,2,,
白谷池郷白谷支線,白谷池郷林道（白谷支線）,2,2,,
白追沢,白追沢林道,2,2,,
白駒支,白駒支線林道,2,2,,
皆本沼里,林道皆本沼里線,2,2,,
盛山,盛山林道,2,2,,
盤の沢3号,盤の沢3号林道,2,2,,
盤木沢,盤木沢林道,2,2,,
目名,目名林道,2,2,,
目隠山糖塚,林道目隠山糖塚線,2,2,,
相の股,相の股林道,2,2,,
相沢併用,相沢併用林道,2,2,,
相沼内川第一支,相沼内川林道 第一支線,2,2,,
相達沢,相達沢林道,2,2,,
真口沢,真口沢林道,2,2,,
真名井,林道真名井線,2,2,,
真如寺,林道真如寺線,2,2,,
真山,真山林道,2,2,,
真木,真木林道,2,2,,
真木小金沢,林道真木小金沢線,2,2,,
真砂の沢,真砂の沢林道,2,2,,
真谷,真谷林道,2,2,,
真那板平,林道真那板平線,2,2,,
矢ノ川併,矢ノ川林道（併）,2,2,,
矢殿,矢殿林道,2,2,,
石ざく,林道石ざく線,2,2,,
石ノ沢,石ノ沢林道,2,2,,
石井,林道石井線,2,2,,
石倉大沢,林道石倉大沢線,2,2,,
石同沢,石同沢林道,2,2,,
石堂,石堂林道,2,2,,
石堂併用,石堂併用林道,2,2,,
石河谷,林道石河谷線,2,2,,
石浜併用,石浜併用林道,2,2,,
石滝,石滝林道,2,2,,
石滝沢,石滝沢林道,2,2,,
石畑,林道石畑線 / 石畑林道,2,2,,
石谷,林道石谷線,2,2,,
砂川併用,砂川併用林道,2,2,,
砂沢,砂沢林道,2,2,,
砥草原,砥草原林道,2,2,,
砲台山,林道砲台山線 / 砲台山林道,2,2,,
磯上塩の草塩の草,磯上・塩の草（塩の草）林道,2,2,,
社台川越,社台川越林道,2,2,,
社台支,社台支線林道,2,2,,
神宮寺,林道神宮寺線,2,2,,
神崎,神崎林道,2,2,,
神楽山,神楽山林道,2,2,,
福付,林道福付線,2,2,,
福永,福永林道,2,2,,
福沢,福沢林道,2,2,,
福浦大滝,福浦大滝林道,2,2,,
秋山,秋山林道,2,2,,
秋田,秋田林道,2,2,,
秦野峠,秦野峠林道,2,2,,
程ヶ沢,程ヶ沢林道,2,2,,
種木入,林道種木入線,2,2,,
稲原,林道 稲原線,2,2,,
稲子,稲子林道,2,2,,
稲里第二支,稲里第二支線林道,2,2,,
穴ノ沢,穴ノ沢林道,2,2,,
空沼,空沼林道,2,2,,
空沼12号,空沼12号林道,2,2,,
空谷山,空谷山林道,2,2,,
立会沢,立会沢林道,2,2,,
立原,林道立原線,2,2,,
立岩稲含栗山,立岩・稲含（栗山）林道,2,2,,
立岩稲含高倉,立岩・稲含（高倉）林道,2,2,,
立石,林道立石線 / 立石林道,2,2,,
立花川,立花川林道,2,2,,
竜門,竜門林道,2,2,,
竹岡,林道竹岡線,2,2,,
竹貫田,竹貫田林道,2,2,,
笛吹,林道笛吹線,2,2,,
笠利中央,林道笠利中央線,2,2,,
笠石,林道笠石線,2,2,,
第2支,第2支線林道,2,2,,
第三八方,第三八方林道,2,2,,
第二奥井野,第二奥井野林道,2,2,,
第二滝ヶ洞,第二滝ヶ洞林道,2,2,,
第二花茎山,第二花茎山林道,2,2,,
第２花苦志辺,第２花苦志辺林道,2,2,,
笹倉沢,笹倉沢林道,2,2,,
笹子入,林道笹子入線,2,2,,
笹山,笹山林道,2,2,,
笹平,笹平林道,2,2,,
笹畑頭谷,林道笹畑頭谷線,2,2,,
笹野向,林道笹野向線,2,2,,
筒森杉戸,筒森（杉戸）林道,2,2,,
箕浦堀切,林道 箕浦堀切線,2,2,,
箱根やまなみ,箱根やまなみ林道,2,2,,
築穂,築穂林道,2,2,,
築穂9号,築穂9号林道,2,2,,
篭沢,篭沢林道,2,2,,
簾舞10号,簾舞10号林道,2,2,,
簾舞3号,簾舞3号林道,2,2,,
米梨沢,林道 米梨沢線,2,2,,
籾の倉,林道籾の倉線,2,2,,
籾内沢併用,籾内沢併用林道,2,2,,
粕田沢,粕田沢林道,2,2,,
粟瀬片田,林道粟瀬片田線,2,2,,
精進川,精進川林道,2,2,,
糀峠獅子久保,林道糀峠獅子久保線,2,2,,
糖塚子安川,糖塚（子安川）林道,2,2,,
糸川間野,林道糸川間野線,2,2,,
紋別平,紋別平林道,2,2,,
紋別連絡,紋別連絡林道,2,2,,
納戸,納戸林道,2,2,,
細久保,林道細久保線 / 細久保林道,2,2,,
細戸,林道細戸線,2,2,,
細洞,細洞林道,2,2,,
細野白口,林道細野白口線,2,2,,
細間,細間林道,2,2,,
経営大谷地峠下,経営林道 大谷地峠下線,2,2,,
経読経読岳支,経読林道経読岳支線,2,2,,
綱子,綱子林道,2,2,,
綱木新谷,林道綱木新谷線,2,2,,
網木新谷,林道網木新谷線,2,2,,
綴子,綴子林道,2,2,,
総学,林道総学線,2,2,,
繁倉第一支,繁倉林道第一支線,2,2,,
美和,美和林道,2,2,,
美和第二支,美和林道 第二支線,2,2,,
美山湖,美山湖林道,2,2,,
美幌峠,美幌峠林道,2,2,,
美流渡延長,美流渡延長線林道,2,2,,
美笛13号,美笛13号線林道,2,2,,
美笛4号,美笛4号線林道,2,2,,
美笛7号,美笛7号線林道,2,2,,
羽中併用,羽中併用林道,2,2,,
羽切沢,林道羽切沢線,2,2,,
羽根山沢,羽根山沢林道,2,2,,
羽根沢,羽根沢林道,2,2,,
羽根沢羽州湯の里,羽根沢羽州湯の里林道,2,2,,
羽立,羽立林道,2,2,,
翁倉,翁倉林道,2,2,,
翠明支,翠明支線林道,2,2,,
老根別沢,老根別沢林道,2,2,,
老部川併用,老部川併用林道,2,2,,
能林,林道能林線,2,2,,
臼別,臼別林道,2,2,,
舘ヶ沢,舘ヶ沢林道,2,2,,
舘泉沢中野,舘泉沢中野線林道,2,2,,
舞台田,舞台田林道,2,2,,
舟生沢,舟生沢林道,2,2,,
舩原,林道舩原線,2,2,,
般若沢,般若沢林道,2,2,,
船打沢,船打沢林道,2,2,,
芝原,林道芝原線,2,2,,
芝山,林道芝山線,2,2,,
芥川,芥川林道,2,2,,
芦別越,芦別越林道,2,2,,
芦島,芦島林道,2,2,,
花場釜無,林道花場釜無線,2,2,,
花岡沢,花岡沢林道,2,2,,
花木,花木林道,2,2,,
花見沢,花見沢林道,2,2,,
芳刈,芳刈林道,2,2,,
芳釜沢,芳釜沢林道,2,2,,
芹沢,芹沢林道,2,2,,
芹沢番屋,芹沢番屋林道,2,2,,
芽登糠南,芽登糠南林道,2,2,,
苗ノ沢,林道苗ノ沢線,2,2,,
苗場赤湯棒沢,苗場赤湯（棒沢）林道,2,2,,
若杉,若杉林道,2,2,,
苫小牧11号,苫小牧11号線林道,2,2,,
苫小牧16号,苫小牧16号線林道,2,2,,
苫小牧4号,苫小牧4号線林道,2,2,,
苫小牧6号,苫小牧6号線林道,2,2,,
苫小牧8号,苫小牧8号線林道,2,2,,
茂倉,茂倉林道,2,2,,
茂岩左俣支,茂岩林道左俣支線,2,2,,
茂沢,林道 茂沢線 / 茂沢林道,2,2,,
茂螺湾支,茂螺湾支線林道,2,2,,
茅ヶ岳,林道茅ヶ岳線,2,2,,
茗荷沢,林道茗荷沢線 / 茗荷沢林道,2,2,,
茶々の沢,茶々の沢林道,2,2,,
茶屋,林道茶屋線,2,2,,
茶臼山,茶臼山林道,2,2,,
草峠支,林道草峠支線,2,2,,
草笛,草笛林道,2,2,,
草鹿沢,林道草鹿沢線,2,2,,
荒川沢,荒川沢林道,2,2,,
荒木根,林道荒木根線,2,2,,
荒神免,林道荒神免線,2,2,,
荒金沢,林道荒金沢線,2,2,,
荒金沢１,林道荒金沢１線,2,2,,
荒雄川,荒雄川林道,2,2,,
荷通,林道荷通線,2,2,,
荷鞍,荷鞍林道,2,2,,
荻野釜沢,林道荻野釜沢線,2,2,,
菩提,菩提林道,2,2,,
菱ヶ岳不動滝,林道菱ヶ岳不動滝線,2,2,,
菱ヶ岳３号,林道菱ヶ岳３号線,2,2,,
菱内,菱内林道,2,2,,
菱潟,林道菱潟線,2,2,,
萱小屋沢,萱小屋沢林道,2,2,,
萱山,林道萱山線,2,2,,
落合1号,落合1号林道,2,2,,
落水,林道落水線,2,2,,
落辺,落辺林道,2,2,,
落辺二股支線連絡,落辺二股支線連絡林道,2,2,,
葛根田,葛根田林道,2,2,,
葛籠,林道葛籠線,2,2,,
葭平大沢,林道葭平大沢線,2,2,,
蓬田,蓬田林道,2,2,,
蓮花岩山,蓮花岩山林道,2,2,,
蓮見沢,林道蓮見沢線,2,2,,
蔦沼大幌内線,蔦沼（大幌内線）林道,2,2,,
蕎麦粒,蕎麦粒林道,2,2,,
蕨原,蕨原林道,2,2,,
蕨原ケヤキ谷支,蕨原林道ケヤキ谷支線,2,2,,
薄別1号,薄別1号林道,2,2,,
薄別3号,薄別3号林道,2,2,,
薄市母沢,薄市母沢林道,2,2,,
薩川実久,林道薩川実久線,2,2,,
薬研,薬研林道,2,2,,
藍内,藍内林道,2,2,,
藤ヶ峰,林道藤ヶ峰線,2,2,,
藤指,林道藤指線,2,2,,
藤立支,藤立支線林道,2,2,,
藪川,藪川林道,2,2,,
藻岩山,藻岩山林道,2,2,,
藻琴,藻琴林道,2,2,,
藻琴支,藻琴支線林道,2,2,,
藻背頭,藻背頭林道,2,2,,
虫内沢,虫内沢林道,2,2,,
虫木,虫木林道,2,2,,
虫沢,林道虫沢線,2,2,,
蛇場,林道蛇場線,2,2,,
蛇滝,林道蛇滝線,2,2,,
蛇穴,蛇穴林道,2,2,,
蛎崎併用,蛎崎併用林道,2,2,,
蛾眉野,蛾眉野林道,2,2,,
蝶ヶ原本郷併用,蝶ヶ原（本郷）併用林道,2,2,,
蟹沢洞,林道蟹沢洞線,2,2,,
蟹田林,蟹田林林道,2,2,,
行人平,林道行人平線,2,2,,
行地五十沢,林道行地五十沢線,2,2,,
行幸田,林道行幸田線,2,2,,
行田中木,林道行田・中木線,2,2,,
衣井沢,衣井沢林道,2,2,,
表男体,林道表男体線 / 表男体林道,2,2,,
袰部,袰部林道,2,2,,
袰部沢,袰部沢林道,2,2,,
裏山,裏山林道,2,2,,
裏駒ヶ岳,裏駒ヶ岳林道,2,2,,
西の湖,西の湖林道,2,2,,
西ウレ,西ウレ林道,2,2,,
西ノ入,西ノ入林道,2,2,,
西ノ又,西ノ又林道,2,2,,
西ヶ峰,林道西ヶ峰線,2,2,,
西中谷,林道西中谷線,2,2,,
西吉無田48支,西吉無田林道48支線,2,2,,
西大谷,西大谷林道,2,2,,
西山日光寺,林道西山日光寺線,2,2,,
西根,林道西根線,2,2,,
西谷26支,西谷林道26支線,2,2,,
西風巻,西風巻林道,2,2,,
見出の沢,見出の沢林道,2,2,,
見市冷水の沢,見市冷水の沢林道,2,2,,
親兵,親兵林道,2,2,,
観音入,林道観音入線,2,2,,
観音峠大野山,林道観音峠大野山線,2,2,,
観音森,観音森林道,2,2,,
諸の倉,林道諸の倉線,2,2,,
諸沢,林道諸沢線,2,2,,
谷草,林道谷草線,2,2,,
豊別,豊別林道,2,2,,
豊北白滝,豊北白滝林道,2,2,,
豊岡支,豊岡支線林道,2,2,,
豊田,豊田林道,2,2,,
豊田越,豊田越林道,2,2,,
貝渚,貝渚林道,2,2,,
財の神,財の神林道,2,2,,
財賀支,林道財賀支線,2,2,,
賊母本谷,賊母本谷林道,2,2,,
赤カベ山,赤カベ山林道,2,2,,
赤ナギ沢,赤ナギ沢林道,2,2,,
赤井,林道赤井線 / 赤井林道,2,2,,
赤井併用,赤井併用林道,2,2,,
赤仁田,赤仁田林道,2,2,,
赤倉滝の沢支,赤倉林道滝の沢支線,2,2,,
赤原遠山Ⅱ,林道赤原遠山Ⅱ線,2,2,,
赤土山,赤土山林道,2,2,,
赤堂,林道赤堂線,2,2,,
赤字木,赤字木林道,2,2,,
赤川G,赤川G林道,2,2,,
赤木慈光,林道赤木慈光線,2,2,,
赤枝,赤枝林道,2,2,,
赤沢中腹,赤沢中腹林道,2,2,,
赤沢北山支,赤沢林道北山支線,2,2,,
赤沢小川入,赤沢（小川入）林道,2,2,,
赤沢樽沢,赤沢（樽沢）林道,2,2,,
赤沼田,赤沼田林道,2,2,,
赤沼田上田俣中,赤沼田上田俣（中）林道,2,2,,
赤西音水,赤西音水林道 / 赤西（音水）林道,2,2,,
起点八乙女,起点林道八乙女線,2,2,,
越ヶ谷,越ヶ谷林道,2,2,,
越ヶ谷支,越ヶ谷支線林道,2,2,,
越ヶ谷清見,越ヶ谷（清見）林道,2,2,,
越郷,林道越郷線,2,2,,
足川,足川林道,2,2,,
車坂,車坂林道,2,2,,
軽岡,軽岡林道,2,2,,
辰五郎の沢辰五郎の沢支,辰五郎の沢林道辰五郎の沢支線,2,2,,
辺渓山,辺渓山林道,2,2,,
返り水,返り水林道,2,2,,
透久保,林道透久保線,2,2,,
遅川,林道遅川線,2,2,,
道平,林道道平線 / 道平林道,2,2,,
道形沢,道形沢林道,2,2,,
達磨山線支,林道達磨山線支線,2,2,,
遠尊沢,遠尊沢林道,2,2,,
遠幌左股,遠幌左股林道,2,2,,
那知合永井,林道那知合永井線,2,2,,
那須,那須林道,2,2,,
郷路,林道郷路線,2,2,,
都,都林道,2,2,,
都賀行竹山併,都賀行（竹山）林道（併）,2,2,,
釈迦岳関谷第二八方,釈迦岳・関谷（第二八方）林道,2,2,,
釈迦岳関谷関谷,釈迦岳・関谷（関谷）林道,2,2,,
里沢,里沢林道,2,2,,
重谷,林道重谷線,2,2,,
野々入,野々入林道,2,2,,
野地,林道野地線,2,2,,
野尻向,野尻向林道,2,2,,
野尻沢,林道野尻沢線,2,2,,
野川,野川林道,2,2,,
野州高原,野州高原林道,2,2,,
野幌,野幌林道,2,2,,
野幌遊歩道中央線,野幌林道（遊歩道中央線）,2,2,,
野幌遊歩道大沢コース,野幌林道（遊歩道大沢コース）,2,2,,
野田生中二股第一支,野田生中二股林道 第一支線,2,2,,
野登呂山,林道野登呂山線,2,2,,
野花南第3支,野花南第3支線林道,2,2,,
野花南第5支,野花南第5支線林道,2,2,,
野行第二,野行第二林道,2,2,,
野路山中腹,野路山中腹林道,2,2,,
金の沢,金の沢林道,2,2,,
金井沢,金井沢林道,2,2,,
金倉竜王,林道金倉竜王線,2,2,,
金兵エ,金兵エ林道,2,2,,
金剛沢第一,金剛沢第一林道,2,2,,
金剛沢連絡,金剛沢連絡林道,2,2,,
金原,金原林道,2,2,,
金子芳谷,林道 金子芳谷線,2,2,,
金山桃木,林道金山桃木線,2,2,,
金山第2,金山第2林道,2,2,,
金峰山171支,金峰山林道171支線,2,2,,
金成併用,金成併用林道,2,2,,
金湧,金湧林道,2,2,,
金精,金精林道,2,2,,
金見山,林道金見山線,2,2,,
釜ノ坂,林道釜ノ坂線,2,2,,
釜別逆川支,釜別林道 逆川支線,2,2,,
釜岩,林道釜岩線,2,2,,
釜戸谷,林道釜戸谷線,2,2,,
釜杭,釜杭林道,2,2,,
釜立,釜立林道,2,2,,
針ヶ谷刑部,林道針ヶ谷刑部線,2,2,,
針山,林道針山線,2,2,,
釧北鉄橋の沢,釧北林道 鉄橋の沢線,2,2,,
釧北鉄橋の沢支,釧北林道 鉄橋の沢支線,2,2,,
釼ヶ下,釼ヶ下林道,2,2,,
鈍引一之宿南,鈍引一之宿（南）林道,2,2,,
鈴沢,鈴沢林道,2,2,,
鈴鴨,鈴鴨林道,2,2,,
鉢久保,林道鉢久保線,2,2,,
鉢伏,林道鉢伏線,2,2,,
鉢盛山,林道鉢盛山線,2,2,,
銀嶺,銀嶺林道,2,2,,
銀嶺谷,銀嶺谷林道,2,2,,
銅山,銅山林道,2,2,,
錐峰,錐峰林道,2,2,,
錦沢2号,錦沢2号林道,2,2,,
鍋り谷,鍋り谷林道,2,2,,
鍋伏峠,林道鍋伏峠線,2,2,,
鍋割沢,鍋割沢林道,2,2,,
鍋窪,林道鍋窪線,2,2,,
鍋足,鍋足林道,2,2,,
鍛冶屋,林道鍛冶屋線,2,2,,
鎌の沢,鎌の沢林道,2,2,,
鎌ヶ峯,鎌ヶ峯林道,2,2,,
鎌倉2号,林道鎌倉2号線,2,2,,
鎌倉4号,林道鎌倉4号線,2,2,,
鎌北,林道鎌北線,2,2,,
鏡沢,林道鏡沢線,2,2,,
長倉山第二支,長倉山第二支線林道,2,2,,
長右衛ヱ門沢,長右衛ヱ門沢林道,2,2,,
長和,長和林道,2,2,,
長四郎,長四郎線林道,2,2,,
長寿,長寿林道,2,2,,
長尾川,林道長尾川線,2,2,,
長嶋,林道長嶋線,2,2,,
長手沢,長手沢林道,2,2,,
長松併用,長松併用林道,2,2,,
長沢山,長沢山林道,2,2,,
長沼,長沼林道,2,2,,
長浜,林道長浜線,2,2,,
長浜沢,林道長浜沢線,2,2,,
長石,林道長石線,2,2,,
長老,長老林道,2,2,,
長者滝,長者滝林道,2,2,,
長蔵寺,林道長蔵寺線,2,2,,
長谷倉,長谷倉林道,2,2,,
長谷地,長谷地林道,2,2,,
長野,長野林道,2,2,,
長門峡,長門峡林道,2,2,,
間伐蔭平,間伐林道蔭平線,2,2,,
間当牧野,林道間当牧野線,2,2,,
間野四宮,林道間野四宮線,2,2,,
関沢舟生,関沢・舟生林道,2,2,,
防沢,防沢林道,2,2,,
阿古,林道阿古線,2,2,,
阿多粕,阿多粕林道,2,2,,
阿寺支,阿寺支線林道,2,2,,
阿木,阿木林道,2,2,,
阿蘇谷,林道 阿蘇谷線,2,2,,
陣馬,林道陣馬線,2,2,,
雀川上雲,林道雀川上雲線,2,2,,www.pref.saitama.lg.jp
雁海初田２号,林道雁海初田２号線,2,2,,
雄勝,雄勝林道,2,2,,
雄国,雄国林道,2,2,,
雄柏,雄柏林道,2,2,,
雄柏雪山,雄柏雪山林道,2,2,,
雨乞曽根坂,林道雨乞曽根坂線,2,2,,
雨池台,雨池台林道,2,2,,
零点沢,零点沢林道,2,2,,
雷沢,雷沢林道,2,2,,
霧越,霧越林道,2,2,,
青い川,青い川林道,2,2,,
青の角,青の角林道,2,2,,
青井川下滝ノ沢,青井川下滝ノ沢林道,2,2,,
青坂芝倉,林道青坂芝倉線,2,2,,
青木山,林道青木山線,2,2,,
青野,林道青野線 / 青野林道,2,2,,
面川,林道面川線,2,2,,
面河,面河林道,2,2,,
鞍手山,鞍手山林道,2,2,,
韮崎市営清哲,韮崎市営林道清哲線,2,2,,
音標川,音標川林道,2,2,,
須賀尾,須賀尾林道,2,2,,
須賀尾須賀尾,須賀尾（須賀尾）林道,2,2,,
風影,林道風影線,2,2,,
風影東沢,林道風影東沢線,2,2,,
風達第２支,風達第２支線林道,2,2,,
馬ノ上,林道馬ノ上線,2,2,,
馬山,馬山林道,2,2,,
馬生,林道馬生線,2,2,,
馬登１号,林道 馬登１号線,2,2,,
馬越,林道馬越線,2,2,,
駒ヶ原第二,駒ヶ原第二林道,2,2,,
駒ヶ岳併用,駒ヶ岳併用林道,2,2,,
高ウド,高ウド林道,2,2,,
高倉山,林道高倉山線 / 高倉山林道,2,2,,
高倉山屈祖,高倉山（屈祖）林道,2,2,,
高内細窪支,高内林道細窪支線,2,2,,
高取山,高取山林道,2,2,,
高取支,高取林道支線,2,2,,
高尾山,林道高尾山線,2,2,,
高岸沢,林道高岸沢線,2,2,,
高平,林道高平線,2,2,,
